name,company,year,Price,kms_driven,fuel_type
Hyundai Eon,Hyundai,2014,874995,14000,Petrol
Hyundai i10,Hyundai,2012,1224995,38000,Petrol
Hyundai i20 Active,Hyundai,2015,2874995,35000,Diesel
Datsun Redi GO,Datsun,2017,1224995,22000,Petrol
Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
Hyundai Accent,Hyundai,2010,499995,45000,Petrol
Hyundai Verna,Hyundai,2014,2449995,44000,Diesel
Suzuki Swift,Suzuki,2013,1624995,45000,Diesel
Toyota Fortuner,Toyota,2011,5374995,52000,Diesel
Hyundai i10 Sportz,Hyundai,2012,1150000,34000,Petrol
Honda City 1.5,Honda,2010,1200000,400000,Petrol
Chevrolet Spark LT,Chevrolet,2009,550000,44000,Petrol
Honda City 1.5,Honda,2010,1200000,400000,Petrol
Chevrolet Spark LT,Chevrolet,2009,550000,44000,Petrol
Skoda Rapid Elegance,Skoda,2013,1700000,48000,Diesel
Renault Duster 110PS,Renault,2012,2505000,35000,Diesel
Suzuki Alto,Suzuki,2015,1325000,12000,Petrol
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Suzuki Zen,Suzuki,2003,425000,69900,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Skoda Rapid Elegance,Skoda,2013,1700000,48000,Diesel
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Suzuki Alto,Suzuki,2015,1325000,12000,Petrol
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Suzuki Zen,Suzuki,2003,425000,69900,Petrol
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Hyundai i10 Magna,Hyundai,2011,875000,45000,Petrol
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Suzuki Swift,Suzuki,2016,1750000,166000,Diesel
Honda City ZX,Honda,2008,745000,42000,Petrol
Hyundai Verna 1.4,Hyundai,2014,1875000,36000,Petrol
Toyota Innova 2.5,Toyota,2012,3850000,0,Diesel
Chevrolet Beat Diesel,Chevrolet,2017,750000,62000,Diesel
Honda City 1.5,Honda,2010,1125000,70000,Petrol
Hyundai Verna 1.4,Hyundai,2014,1875000,36000,Petrol
Toyota Innova 2.5,Toyota,2012,3850000,0,Diesel
Suzuki Maruti,Suzuki,1995,150000,55000,Petrol
Toyota Etios,Toyota,2011,1375000,36000,Diesel
Volkswagen Polo,Volkswagen,2015,1650000,38000,Diesel
Suzuki Swift,Suzuki,2014,1675000,55000,Diesel
Hyundai Elite i20,Hyundai,2015,2250000,20000,Diesel
 Suzuki Swift,Suzuki,2012,1125000,40000,Petrol
Suzuki Versa,Suzuki,2004,400000,50000,Petrol
Honda City,Honda,2000,325000,80000,Petrol
Volkswagen Vento Konekt,Volkswagen,2011,1225000,65000,Diesel
Mercedes Benz C,Mercedes,2002,1995000,41000,Petrol
Suzuki Ertiga,Suzuki,2013,2250000,90000,Diesel
Honda City,Honda,2000,325000,80000,Petrol
Hyundai Santro Xing,Hyundai,2006,375000,46000,Petrol
Suzuki Omni,Suzuki,2001,350000,70000,Petrol
Hyundai Sonata Transform,Hyundai,2017,950000,36469,Diesel
Hyundai Elite i20,Hyundai,2018,3000000,7800,Petrol
Volkswagen Vento Konekt,Volkswagen,2011,1225000,65000,Diesel
Suzuki Alto,Suzuki,2017,1200000,60000,Petrol
Suzuki Alto,Suzuki,2011,775000,32000,Petrol
Honda Jazz S,Honda,2009,849995,24695,Petrol
Hyundai Grand i10,Hyundai,2017,2250000,15141,Petrol
Suzuki Zen,Suzuki,2001,200000,40000,Petrol
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Suzuki Alto,Suzuki,2014,1350000,22000,Petrol
Hyundai Grand i10,Hyundai,2016,1400000,59910,Diesel
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Hyundai Creta 1.6,Hyundai,2016,4750000,25000,Petrol
Hyundai i20 Magna,Hyundai,2013,1550000,35000,Petrol
Renault Duster 85,Renault,2015,3575000,65000,Diesel
Hyundai Grand i10,Hyundai,2014,1700000,35000,Petrol
Honda Brio V,Honda,2012,1175000,33000,Petrol
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Chevrolet Spark LS,Chevrolet,2010,475000,23000,Petrol
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Nissan X Trail,Nissan,2019,6000000,300,Diesel
Suzuki Alto,Suzuki,2015,1150000,5000,Petrol
Ford Ikon 1.3,Ford,2001,225000,65000,Petrol
Toyota Fortuner 3.0,Toyota,2010,4700000,131000,Diesel
Hyundai i20 Magna,Hyundai,2010,975000,36000,Petrol
Mercedes Benz A,Mercedes,2013,7500000,14000,Petrol
Chevrolet Beat LS,Chevrolet,2016,1050000,22000,Diesel
Ford EcoSport Trend,Ford,2013,2475000,38000,Diesel
Honda Amaze 1.5,Honda,2016,1200000,160000,Diesel
Hyundai i20 Magna,Hyundai,2010,975000,36000,Petrol
Volkswagen Vento Highline,Volkswagen,2015,2750000,34000,Diesel
Renault Kwid RXT,Renault,2015,1350000,43000,Petrol
Ford EcoSport Titanium,Ford,2014,2500000,40000,Diesel
Honda Amaze 1.5,Honda,2016,1200000,160000,Diesel
Hyundai Verna 1.6,Hyundai,2017,4000000,12000,Petrol
BMW 5 Series,BMW,2011,6495000,49000,Diesel
Skoda Superb 1.8,Skoda,2011,2650000,68000,Petrol
Audi Q3 2.0,Audi,2013,7495000,37000,Diesel
Honda City SV,Honda,2017,3800000,4000,Petrol
Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
Ford Figo Duratorq,Ford,2012,1250000,99000,Diesel
Suzuki Wagon,Suzuki,2018,1975000,25500,Petrol
Honda City SV,Honda,2017,3800000,4000,Petrol
Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
Ford Figo Duratorq,Ford,2012,1250000,99000,Diesel
Suzuki Wagon,Suzuki,2018,1975000,25500,Petrol
Hyundai Elite i20,Hyundai,2015,2025000,28000,Petrol
Hyundai Elite i20,Hyundai,2015,2000000,30000,Petrol
Honda City SV,Honda,2017,3800000,4000,Petrol
Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
Ford Figo Petrol,Ford,2011,875000,75000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Honda City,Honda,2017,3750000,3000,Petrol
Hyundai Elite i20,Hyundai,2015,2095000,20000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Hyundai Eon Era,Hyundai,2018,700000,2110,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,7700000,43222,Petrol
Hyundai i10 Magna,Hyundai,2008,1375000,100200,Petrol
Toyota Corolla H2,Toyota,2003,750000,100000,Petrol
Suzuki Swift,Suzuki,2011,1150000,65,Petrol
Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
Hyundai Xcent Base,Hyundai,2016,1500000,140000,Diesel
Honda City,Honda,2015,2499995,55000,Petrol
Hyundai Accent Executive,Hyundai,2009,825000,48000,Petrol
Suzuki Baleno,Suzuki,2016,2490000,22000,Petrol
Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Suzuki 800,Suzuki,2001,275000,81876,Petrol
Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Honda Mobilio S,Honda,2014,1995000,44000,Diesel
Suzuki Ertiga,Suzuki,2016,3650000,55000,Diesel
Suzuki Vitara,Suzuki,2017,3625000,36000,Diesel
Hyundai Verna 1.6,Hyundai,2016,975000,56000,Diesel
Suzuki Swift,Suzuki,2007,650000,62000,Petrol
Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
Suzuki Omni,Suzuki,2014,950000,6020,Petrol
Honda Amaze,Honda,2013,1250000,55700,Diesel
Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
Hyundai Santro Xing,Hyundai,2003,600000,50000,Petrol
Suzuki Zen,Suzuki,2010,745000,35000,Petrol
Suzuki Wagon,Suzuki,2014,1250000,18500,Petrol
Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
Honda Brio VX,Honda,2017,2250000,11000,Petrol
Suzuki Zen,Suzuki,2003,499995,53000,Petrol
Suzuki Zen,Suzuki,2008,675000,23000,Petrol
Suzuki Wagon,Suzuki,2016,1125000,35500,Diesel
Suzuki Alto,Suzuki,2010,495000,22134,Petrol
Renault Kwid RXT,Renault,2019,1850000,1000,Petrol
Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
Jaguar XE XE,Jaguar,2016,14000000,8500,Petrol
Hyundai Eon Magna,Hyundai,2014,950000,35000,Petrol
Honda City 1.5,Honda,2014,2495000,22000,Petrol
Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
Suzuki Ritz,Suzuki,2010,745000,40000,Petrol
Hyundai Grand i10,Hyundai,2017,2000000,20000,Petrol
Hyundai Eon D,Hyundai,2016,600000,87000,Petrol
Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
Suzuki Wagon,Suzuki,2017,1875000,23000,Petrol
Honda Amaze 1.2,Honda,2014,1905000,6000,Petrol
Suzuki Estilo,Suzuki,2013,900000,65000,Petrol
Suzuki Vitara,Suzuki,2016,2900000,25000,Diesel
Suzuki Eeco,Suzuki,2015,1390000,39000,Petrol
Hyundai Creta 1.6,Hyundai,2016,5000000,8000,Petrol
Suzuki Alto,Suzuki,2015,450000,55800,Petrol
Suzuki Ertiga,Suzuki,2012,2400000,51000,Diesel
Mitsubishi Lancer 1.8,Mitsubishi,2006,425000,50000,Petrol
Suzuki Maruti,Suzuki,2001,200000,75000,Petrol
Suzuki Alto,Suzuki,2015,450000,55800,Petrol
Hyundai Grand i10,Hyundai,2015,1700000,53000,Petrol
Hyundai Eon D,Hyundai,2018,1300000,25000,Petrol
Ford Fiesta SXi,Ford,2009,1250000,56400,Petrol
Suzuki Ritz,Suzuki,2010,900000,72160,Diesel
Hyundai Verna Fluidic,Hyundai,2012,1750000,10000,Diesel
Suzuki Wagon,Suzuki,2006,450005,48000,Petrol
Suzuki Estilo,Suzuki,2007,575000,36000,Petrol
Audi A6 2.0,Audi,2012,7995000,11500,Diesel
Suzuki Wagon,Suzuki,2003,650000,133000,Petrol
Suzuki Wagon,Suzuki,2009,795000,27000,Petrol
Suzuki Wagon,Suzuki,2009,800000,35000,Petrol
Suzuki Alto,Suzuki,2010,550000,55000,Petrol
Suzuki Baleno,Suzuki,2016,2125000,40000,Petrol
Hyundai Verna 1.6,Hyundai,2019,4500000,2000,Petrol
Suzuki Swift,Suzuki,2009,750000,45000,Petrol
Hyundai Getz Prime,Hyundai,2009,550000,20000,Petrol
Hyundai Santro,Hyundai,2000,259995,88000,Petrol
Hyundai Getz Prime,Hyundai,2009,575000,20000,Petrol
Chevrolet Beat PS,Chevrolet,2012,1075000,65422,Diesel
Ford EcoSport Trend,Ford,2017,2900000,10000,Petrol
Suzuki Dzire,Suzuki,2013,1900000,35000,Petrol
Hyundai Fluidic Verna,Hyundai,2013,1750000,117000,Diesel
Suzuki Swift,Suzuki,2011,700000,65000,Diesel
BMW X1 xDrive20d,BMW,2011,5750000,72000,Diesel
Hyundai i20 Asta,Hyundai,2010,1500000,10750,Petrol
Honda City 1.5,Honda,2009,1345000,55000,Petrol
Suzuki Swift,Suzuki,2011,700000,65000,Diesel
Chevrolet Cruze LTZ,Chevrolet,2014,2000000,41000,Diesel
Hyundai Verna Fluidic,Hyundai,2015,2150000,73000,Diesel
Suzuki Swift,Suzuki,2011,700000,65000,Diesel
Suzuki Alto,Suzuki,2014,995000,37000,Petrol
Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
Suzuki Alto,Suzuki,2014,995000,37000,Petrol
Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
Force Motors One,Force,2013,2750000,140000,Diesel
Suzuki Alto,Suzuki,2019,1325000,9800,Petrol
Chevrolet Spark 1.0,Chevrolet,2011,500000,27000,Petrol
Hyundai i10,Hyundai,2009,1075000,27000,Petrol
Toyota Etios Liva,Toyota,2012,1900000,20000,Diesel
Renault Duster 85PS,Renault,2013,2009595,57923,Diesel
Chevrolet Enjoy,Chevrolet,2014,2450000,30201,Diesel
Suzuki Alto,Suzuki,2017,1400000,6200,Petrol
BMW 5 Series,BMW,2009,3250000,37518,Petrol
Toyota Etios Liva,Toyota,2014,800000,24652,Petrol
Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
Chevrolet Beat LS,Chevrolet,2016,1125000,95000,Diesel
Chevrolet Cruze LTZ,Chevrolet,2011,1750000,35000,Diesel
Jeep Wrangler Unlimited,Jeep,2015,4750000,3528,Diesel
Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
Hyundai Verna VGT,Hyundai,2010,1025000,47900,Diesel
Suzuki Omni,Suzuki,2012,800000,14000,Petrol
Suzuki Celerio,Suzuki,2018,1550000,37000,Petrol
Renault Duster 110,Renault,2013,2175000,39000,Diesel
Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
Suzuki Swift,Suzuki,2006,948500,48247,Petrol
Hyundai i10 Era,Hyundai,2011,875000,30000,Petrol
Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
Renault Duster 85,Renault,2015,1925000,51000,Diesel
Suzuki Alto,Suzuki,2009,450000,62000,Petrol
Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
Renault Duster 85,Renault,2015,1925000,51000,Diesel
Suzuki Alto,Suzuki,2009,450000,62000,Petrol
Suzuki Alto,Suzuki,2009,450000,62000,Petrol
Renault Duster 110,Renault,2013,2175000,39000,Diesel
Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
Suzuki Swift,Suzuki,2006,948500,48247,Petrol
Suzuki Ertiga,Suzuki,2012,1948500,39000,Diesel
Suzuki Swift,Suzuki,2014,1825000,23000,Petrol
Suzuki Alto,Suzuki,2017,1800000,9400,Petrol
Hyundai i20 Magna,Hyundai,2010,1050000,50000,Petrol
Hyundai i10 Magna,Hyundai,2009,850000,75000,Petrol
Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
Toyota Corolla Altis,Toyota,2010,925000,55000,Petrol
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Renault Kwid 1.0,Renault,2018,1450000,2137,Petrol
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Chevrolet Beat Diesel,Chevrolet,2011,625000,56000,Diesel
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Hyundai Verna 1.6,Hyundai,2018,4275000,42000,Diesel
Suzuki Zen,Suzuki,2002,475000,10544,Petrol
Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
Suzuki Zen,Suzuki,2002,475000,10544,Petrol
Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
Hyundai Grand i10,Hyundai,2014,1700000,25000,Petrol
Hyundai Elite i20,Hyundai,2017,2750000,15000,Petrol
Ford Ikon 1.6,Ford,2003,300000,50000,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
Nissan Sunny XL,Nissan,2011,1150000,52000,Petrol
Chevrolet Beat LT,Chevrolet,2012,650000,90001,Diesel
Suzuki Alto,Suzuki,2017,1350000,21000,Petrol
Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
Toyota Innova 2.0,Toyota,2012,3000000,80000,Diesel
Suzuki Swift,Suzuki,2010,950000,74000,Diesel
Hyundai Elite i20,Hyundai,2015,2500000,22000,Petrol
Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
Volkswagen Polo Trendline,Volkswagen,2015,1750000,25000,Diesel
Toyota Etios Liva,Toyota,2012,1750000,85000,Diesel
Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
Hyundai Elite i20,Hyundai,2015,2350000,30000,Petrol
Hyundai Santro Xing,Hyundai,2014,895000,57000,Petrol
Suzuki Zen,Suzuki,2003,240000,60000,Petrol
Suzuki Ciaz,Suzuki,2016,3250000,50000,Petrol
Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
Hyundai Elantra 1.8,Hyundai,2012,2500000,65000,Petrol
Suzuki Swift,Suzuki,2010,1350000,67000,Diesel
Suzuki Zen,Suzuki,2008,625000,46000,Petrol
Hyundai Eon Era,Hyundai,2012,940000,38000,Petrol
Hyundai Grand i10,Hyundai,2016,1900000,27000,Petrol
Hyundai Verna Fluidic,Hyundai,2011,1825000,43000,Diesel
Ford EcoSport Trend,Ford,2014,2325000,47000,Petrol
Hyundai i20 Magna,Hyundai,2011,1200000,42000,Petrol
Chevrolet Beat Diesel,Chevrolet,2016,899995,19336,Diesel
Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
Jaguar XF 2.2,Jaguar,2013,10950000,29000,Diesel
Audi Q5 2.0,Audi,2014,11950000,34000,Diesel
BMW 3 Series,BMW,2011,5375000,35000,Diesel
Suzuki Swift,Suzuki,2015,2375000,22000,Petrol
BMW X1 sDrive20d,BMW,2012,5125000,41000,Diesel
Suzuki S,Suzuki,2016,3075000,21000,Diesel
Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
Honda City SV,Honda,2014,2375000,34000,Diesel
Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
Honda City 1.5,Honda,2005,600000,68000,Petrol
Audi A4 2.0,Audi,2016,9500000,44000,Diesel
Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
Honda City SV,Honda,2014,2375000,34000,Diesel
Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
Suzuki Swift,Suzukii,2017,3250000,41800,Diesel
Suzuki Omni,Suzuki,2009,425000,45000,Petrol
Suzuki Swift,Suzuki,2009,1050000,59000,Petrol
Suzuki Omni,Suzuki,2009,425000,45000,Petrol
Suzuki Omni,Suzuki,2009,425000,45000,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,7450000,42590,Diesel
Renault Duster,Renault,2014,4000000,7400,Diesel
Volkswagen Jetta Comfortline,Volkswagen,2009,2250000,54500,Diesel
Suzuki Ertiga,Suzuki,2012,5000000,200000,Diesel
Audi A4 2.0,Audi,2013,7550000,27000,Diesel
Volvo S80 Summum,Volvo,2015,9250000,42000,Diesel
Toyota Corolla Altis,Toyota,2014,3950000,29000,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,8625000,37000,Diesel
Chevrolet Beat LT,Chevrolet,2012,675000,36000,Petrol
BMW X1,BMW,2011,5000000,34000,Diesel
Datsun Redi GO,Datsun,2018,1499995,7000,Petrol
Mercedes Benz C,Mercedes,2009,6125000,76000,Diesel
Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
Volkswagen Vento Comfortline,Volkswagen,2011,1000000,95000,Diesel
Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
Ford Figo Petrol,Ford,2019,2625000,0,Petrol
Honda City ZX,Honda,2006,900000,50000,Petrol
Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
Ford EcoSport Trend,Ford,2014,2000000,16000,Petrol
Suzuki Swift,Suzuki,2016,2495000,51000,Diesel
Suzuki Omni,Suzuki,2009,425000,56000,Petrol
Suzuki Zen,Suzuki,2004,350000,100000,Petrol
Renault Duster RxL,Renault,2015,2750000,36000,Petrol
Suzuki Swift,Suzuki,2014,1850000,11523,Petrol
Suzuki Baleno,Suzuki,2018,3450000,1000,Petrol
Honda WR V,Honda,2009,1250000,60000,Petrol
Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
Renault Duster 110,Renault,2013,2450000,38600,Diesel
Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
Suzuki Zen,Suzuki,2004,340000,56000,Petrol
Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
Suzuki SX4,Suzuki,2016,4850000,85960,Diesel
Audi A3 Cabriolet,Audi,2015,15500000,12516,Petrol
Hyundai Eon D,Hyundai,2018,1400000,35000,Petrol
Suzuki Zen,Suzuki,2009,625000,0,Petrol
Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
Hyundai Santro AE,Hyundai,2011,825000,45000,Petrol
Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
Hyundai Santro,Hyundai,2003,300000,51000,Petrol
Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
Toyota Fortuner 3.0,Toyota,2013,7495000,97000,Diesel
Suzuki Alto,Suzuki,2013,1200000,20000,Petrol
Hyundai Getz GLE,Hyundai,2007,495000,55000,Petrol
Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
Hyundai Creta 1.6,Hyundai,2019,6000000,0,Petrol
Hyundai Santro Xing,Hyundai,2007,575000,46000,Petrol
Hyundai Santro Xing,Hyundai,2009,440000,43200,Petrol
Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
Hyundai Santro Xing,Hyundai,2007,675000,42000,Petrol
Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
Hyundai i10 Sportz,Hyundai,2011,1100000,38000,Petrol
Hyundai Grand i10,Hyundai,2017,2124995,2550,Petrol
Hyundai Santro Xing,Hyundai,2007,675000,47000,Petrol
Honda City 1.5,Honda,2005,475000,41000,Petrol
Nissan Micra XL,Nissan,2017,2150000,62500,Diesel
Honda City 1.5,Honda,2005,575000,68000,Petrol
Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
Suzuki Wagon,Suzuki,2004,265000,69000,Petrol
Suzuki Ertiga,Suzuki,2012,2500000,48000,Diesel
Suzuki Omni,Suzuki,2013,825000,25000,Petrol
Suzuki Omni,Suzuki,2013,825000,25000,Petrol
Hyundai Eon Era,Hyundai,2014,1000000,28400,Petrol
Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
Hyundai Verna 1.6,Hyundai,2012,3000000,29000,Diesel
Chevrolet Tavera LS,Chevrolet,2005,650000,68485,Diesel
Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
Suzuki Zen,Suzuki,2006,355000,32000,Petrol
Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
Ford EcoSport Titanium,Ford,2014,2950000,34000,Diesel
Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
Ford Fusion 1.4,Ford,2007,625000,85455,Diesel
Hyundai Santro Xing,Hyundai,2007,675000,46000,Petrol
Hyundai Santro,Hyundai,2002,300000,47000,Petrol
Fiat Linea Emotion,Fiat,2009,600000,64000,Petrol
Ford Ikon 1.3,Ford,2008,475000,46000,Petrol
Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
Hyundai Santro Xing,Hyundai,2007,275000,65000,Petrol
Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
Toyota Corolla,Toyota,2006,800000,40000,Petrol
Hyundai Eon Magna,Hyundai,2017,1500000,1600,Petrol
Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
Volkswagen Polo Highline1.2L,Volkswagen,2013,1900000,27000,Petrol
Suzuki Alto,Suzuki,2003,210000,60000,Petrol
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Chevrolet Beat LS,Chevrolet,2014,945000,31000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Hyundai Eon D,Hyundai,2013,850000,20000,Petrol
Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
Hyundai Creta,Hyundai,2016,4500000,60000,Diesel
Volkswagen Polo,Volkswagen,2013,1499995,48000,Diesel
Suzuki Dzire,Suzuki,2014,1874995,33000,Petrol
Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
Suzuki Alto,Suzuki,2005,350000,47000,Petrol
Suzuki Alto,Suzuki,2005,500000,40000,Petrol
Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
Suzuki Dzire,Suzuki,2009,1050000,42000,Petrol
Hyundai i20 Asta,Hyundai,2014,2125000,31000,Petrol
Suzuki Swift,Suzuki,2008,810000,60000,Diesel
Suzuki Alto,Suzuki,2005,500000,40000,Petrol
Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
Toyota Innova 2.5,Toyota,2012,3750000,75000,Diesel
Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
Suzuki Omni,Suzuki,2000,179995,60000,Petrol
Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
Datsun Go Plus,Datsun,2016,1425000,13900,Petrol
Ford Endeavor 4x4,Ford,2019,14500000,9000,Diesel
Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
Hyundai Santro Xing,Hyundai,2006,425000,60000,Petrol
Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
Suzuki Swift,Suzuki,2008,875000,58000,Diesel
Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
Suzuki Alto,Suzuki,2016,1250000,2450,Petrol
Suzuki Alto,Suzuki,2019,2125000,1625,Petrol
Volkswagen Polo Highline1.2L,Volkswagen,2017,2625000,45000,Petrol
Toyota Qualis,Toyota,2003,900000,100000,Diesel
Suzuki 800,Suzuki,2000,150000,33400,Petrol
Toyota Qualis,Toyota,2003,900000,100000,Diesel
Chevrolet Sail 1.2,Chevrolet,2013,1500000,28000,Petrol
Hyundai Santro AE,Hyundai,2003,300000,70000,Petrol
Suzuki Wagon,Suzuki,2006,500000,7000,Petrol
Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
Toyota Etios G,Toyota,2013,1325000,42000,Petrol
