0,name,company,year,Price,kms_driven,fuel_type
1281,Suzuki Alto,Suzuki,2017,1350000,21000,Petrol
1282,Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
1283,Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
1284,Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
1285,Toyota Innova 2.0,Toyota,2012,3000000,80000,Diesel
1286,Suzuki Swift,Suzuki,2010,950000,74000,Diesel
1287,Hyundai Elite i20,Hyundai,2015,2500000,22000,Petrol
1288,Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
1289,Volkswagen Polo Trendline,Volkswagen,2015,1750000,25000,Diesel
1290,Toyota Etios Liva,Toyota,2012,1750000,85000,Diesel
1291,Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
1292,Hyundai Elite i20,Hyundai,2015,2350000,30000,Petrol
1293,Hyundai Santro Xing,Hyundai,2014,895000,57000,Petrol
1294,Suzuki Zen,Suzuki,2003,240000,60000,Petrol
1295,Suzuki Ciaz,Suzuki,2016,3250000,50000,Petrol
1296,Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
1297,Hyundai Elantra 1.8,Hyundai,2012,2500000,65000,Petrol
1298,Suzuki Swift,Suzuki,2010,1350000,67000,Diesel
1299,Suzuki Zen,Suzuki,2008,625000,46000,Petrol
1300,Hyundai Eon Era,Hyundai,2012,940000,38000,Petrol
1301,Hyundai Grand i10,Hyundai,2016,1900000,27000,Petrol
1302,Hyundai Verna Fluidic,Hyundai,2011,1825000,43000,Diesel
1303,Ford EcoSport Trend,Ford,2014,2325000,47000,Petrol
1304,Hyundai i20 Magna,Hyundai,2011,1200000,42000,Petrol
1305,Chevrolet Beat Diesel,Chevrolet,2016,899995,19336,Diesel
1306,Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
1307,Jaguar XF 2.2,Jaguar,2013,10950000,29000,Diesel
1308,Audi Q5 2.0,Audi,2014,11950000,34000,Diesel
1309,BMW 3 Series,BMW,2011,5375000,35000,Diesel
1310,Suzuki Swift,Suzuki,2015,2375000,22000,Petrol
1311,BMW X1 sDrive20d,BMW,2012,5125000,41000,Diesel
1312,Suzuki S,Suzuki,2016,3075000,21000,Diesel
1313,Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
1314,Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
1315,Honda City SV,Honda,2014,2375000,34000,Diesel
1316,Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
1317,Honda City 1.5,Honda,2005,600000,68000,Petrol
1318,Audi A4 2.0,Audi,2016,9500000,44000,Diesel
1319,Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
1320,Honda City SV,Honda,2014,2375000,34000,Diesel
1321,Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
1322,Suzuki Swift,Suzukii,2017,3250000,41800,Diesel
1323,Suzuki Omni,Suzuki,2009,425000,45000,Petrol
1324,Suzuki Swift,Suzuki,2009,1050000,59000,Petrol
1325,Suzuki Omni,Suzuki,2009,425000,45000,Petrol
1326,Suzuki Omni,Suzuki,2009,425000,45000,Petrol
1327,Mitsubishi Pajero Sport,Mitsubishi,2015,7450000,42590,Diesel
1328,Renault Duster,Renault,2014,4000000,7400,Diesel
1329,Volkswagen Jetta Comfortline,Volkswagen,2009,2250000,54500,Diesel
1330,Suzuki Ertiga,Suzuki,2012,5000000,200000,Diesel
1331,Audi A4 2.0,Audi,2013,7550000,27000,Diesel
1332,Volvo S80 Summum,Volvo,2015,9250000,42000,Diesel
1333,Toyota Corolla Altis,Toyota,2014,3950000,29000,Petrol
1334,Mitsubishi Pajero Sport,Mitsubishi,2015,8625000,37000,Diesel
1335,Chevrolet Beat LT,Chevrolet,2012,675000,36000,Petrol
1336,BMW X1,BMW,2011,5000000,34000,Diesel
1337,Datsun Redi GO,Datsun,2018,1499995,7000,Petrol
1338,Mercedes Benz C,Mercedes,2009,6125000,76000,Diesel
1339,Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
1340,Volkswagen Vento Comfortline,Volkswagen,2011,1000000,95000,Diesel
1341,Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
1342,Ford Figo Petrol,Ford,2019,2625000,0,Petrol
1343,Honda City ZX,Honda,2006,900000,50000,Petrol
1344,Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
1345,Ford EcoSport Trend,Ford,2014,2000000,16000,Petrol
1346,Suzuki Swift,Suzuki,2016,2495000,51000,Diesel
1347,Suzuki Omni,Suzuki,2009,425000,56000,Petrol
1348,Suzuki Zen,Suzuki,2004,350000,100000,Petrol
1349,Renault Duster RxL,Renault,2015,2750000,36000,Petrol
1350,Suzuki Swift,Suzuki,2014,1850000,11523,Petrol
1351,Suzuki Baleno,Suzuki,2018,3450000,1000,Petrol
1352,Honda WR V,Honda,2009,1250000,60000,Petrol
1353,Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
1354,Renault Duster 110,Renault,2013,2450000,38600,Diesel
1355,Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
1356,Suzuki Zen,Suzuki,2004,340000,56000,Petrol
1357,Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
1358,Suzuki SX4,Suzuki,2016,4850000,85960,Diesel
1359,Audi A3 Cabriolet,Audi,2015,15500000,12516,Petrol
1360,Hyundai Eon D,Hyundai,2018,1400000,35000,Petrol
1361,Suzuki Zen,Suzuki,2009,625000,0,Petrol
1362,Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
1363,Hyundai Santro AE,Hyundai,2011,825000,45000,Petrol
1364,Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
1365,Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
1366,Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
1367,Hyundai Santro,Hyundai,2003,300000,51000,Petrol
1368,Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
1369,Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
1370,Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
1371,Toyota Fortuner 3.0,Toyota,2013,7495000,97000,Diesel
1372,Suzuki Alto,Suzuki,2013,1200000,20000,Petrol
1373,Hyundai Getz GLE,Hyundai,2007,495000,55000,Petrol
1374,Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
1375,Hyundai Creta 1.6,Hyundai,2019,6000000,0,Petrol
1376,Hyundai Santro Xing,Hyundai,2007,575000,46000,Petrol
1377,Hyundai Santro Xing,Hyundai,2009,440000,43200,Petrol
1378,Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
1379,Hyundai Santro Xing,Hyundai,2007,675000,42000,Petrol
1380,Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
1381,Hyundai i10 Sportz,Hyundai,2011,1100000,38000,Petrol
1382,Hyundai Grand i10,Hyundai,2017,2124995,2550,Petrol
1383,Hyundai Santro Xing,Hyundai,2007,675000,47000,Petrol
1384,Honda City 1.5,Honda,2005,475000,41000,Petrol
1385,Nissan Micra XL,Nissan,2017,2150000,62500,Diesel
1386,Honda City 1.5,Honda,2005,575000,68000,Petrol
1387,Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
1388,Suzuki Wagon,Suzuki,2004,265000,69000,Petrol
1389,Suzuki Ertiga,Suzuki,2012,2500000,48000,Diesel
1390,Suzuki Omni,Suzuki,2013,825000,25000,Petrol
1391,Suzuki Omni,Suzuki,2013,825000,25000,Petrol
1392,Hyundai Eon Era,Hyundai,2014,1000000,28400,Petrol
1393,Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
1394,Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
1395,Hyundai Verna 1.6,Hyundai,2012,3000000,29000,Diesel
1396,Chevrolet Tavera LS,Chevrolet,2005,650000,68485,Diesel
1397,Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
1398,Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
1399,Suzuki Zen,Suzuki,2006,355000,32000,Petrol
1400,Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
1401,Ford EcoSport Titanium,Ford,2014,2950000,34000,Diesel
1402,Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
1403,Ford Fusion 1.4,Ford,2007,625000,85455,Diesel
1404,Hyundai Santro Xing,Hyundai,2007,675000,46000,Petrol
1405,Hyundai Santro,Hyundai,2002,300000,47000,Petrol
1406,Fiat Linea Emotion,Fiat,2009,600000,64000,Petrol
1407,Ford Ikon 1.3,Ford,2008,475000,46000,Petrol
1408,Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
1409,Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
1410,Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
1411,Hyundai Santro Xing,Hyundai,2007,275000,65000,Petrol
1412,Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
1413,Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
1414,Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
1415,Toyota Corolla,Toyota,2006,800000,40000,Petrol
1416,Hyundai Eon Magna,Hyundai,2017,1500000,1600,Petrol
1417,Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
1418,Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
1419,Volkswagen Polo Highline1.2L,Volkswagen,2013,1900000,27000,Petrol
1420,Suzuki Alto,Suzuki,2003,210000,60000,Petrol
1421,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
1422,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
1423,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
1424,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
1425,Chevrolet Beat LS,Chevrolet,2014,945000,31000,Diesel
1426,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
1427,Hyundai Eon D,Hyundai,2013,850000,20000,Petrol
1428,Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
1429,Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
1430,Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
1431,Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
1432,Hyundai Creta,Hyundai,2016,4500000,60000,Diesel
1433,Volkswagen Polo,Volkswagen,2013,1499995,48000,Diesel
1434,Suzuki Dzire,Suzuki,2014,1874995,33000,Petrol
1435,Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
1436,Suzuki Alto,Suzuki,2005,350000,47000,Petrol
1437,Suzuki Alto,Suzuki,2005,500000,40000,Petrol
1438,Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
1439,Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
1440,Suzuki Dzire,Suzuki,2009,1050000,42000,Petrol
1441,Hyundai i20 Asta,Hyundai,2014,2125000,31000,Petrol
1442,Suzuki Swift,Suzuki,2008,810000,60000,Diesel
1443,Suzuki Alto,Suzuki,2005,500000,40000,Petrol
1444,Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
1445,Toyota Innova 2.5,Toyota,2012,3750000,75000,Diesel
1446,Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
1447,Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
1448,Suzuki Omni,Suzuki,2000,179995,60000,Petrol
1449,Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
1450,Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
1451,Datsun Go Plus,Datsun,2016,1425000,13900,Petrol
1452,Ford Endeavor 4x4,Ford,2019,14500000,9000,Diesel
1453,Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
1454,Hyundai Santro Xing,Hyundai,2006,425000,60000,Petrol
1455,Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
1456,Suzuki Swift,Suzuki,2008,875000,58000,Diesel
1457,Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
1458,Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
1459,Suzuki Alto,Suzuki,2016,1250000,2450,Petrol
1460,Suzuki Alto,Suzuki,2019,2125000,1625,Petrol
1461,Volkswagen Polo Highline1.2L,Volkswagen,2017,2625000,45000,Petrol
1462,Toyota Qualis,Toyota,2003,900000,100000,Diesel
1463,Suzuki 800,Suzuki,2000,150000,33400,Petrol
1464,Toyota Qualis,Toyota,2003,900000,100000,Diesel
1465,Chevrolet Sail 1.2,Chevrolet,2013,1500000,28000,Petrol
1466,Hyundai Santro AE,Hyundai,2003,300000,70000,Petrol
1467,Suzuki Wagon,Suzuki,2006,500000,7000,Petrol
1468,Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
1469,Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
1470,Toyota Etios G,Toyota,2013,1325000,42000,Petrol
1471,Hyundai Getz Prime,Hyundai,2009,575000,20000,Petrol
1472,Toyota Qualis,Toyota,2003,900000,100000,Diesel
1473,Hyundai Santro Xing,Hyundai,2004,225000,137495,Petrol
1474,Toyota Qualis,Toyota,2003,900000,100000,Diesel
1475,Honda City 1.5,Honda,2009,1350000,55000,Petrol
1476,Honda City 1.5,Honda,2009,1350000,55000,Petrol
1477,Suzuki Swift,Suzuki,2016,1750000,146000,Diesel
1478,Hyundai Elite i20,Hyundai,2011,1450000,40000,Petrol
1479,Suzuki Swift,Suzuki,2016,1750000,146000,Diesel
1480,Hyundai Elite i20,Hyundai,2011,1450000,40000,Petrol
1481,Hyundai i20 Select,Hyundai,2011,1450000,40000,Petrol
1482,Chevrolet Tavera Neo,Chevrolet,2007,2325000,100800,Diesel
1483,Suzuki Dzire,Suzuki,2016,1625000,150000,Diesel
1484,Hyundai Elite i20,Hyundai,2018,2550000,2100,Petrol
1485,Honda City VX,Honda,2016,4300000,95000,Petrol
1486,Suzuki Dzire,Suzuki,2016,2250000,2500,Diesel
1487,Hyundai Getz,Hyundai,2006,625000,80000,Petrol
1488,Mercedes Benz C,Mercedes,2006,2500005,15000,Petrol
1489,Suzuki Alto,Suzuki,2005,475000,65000,Petrol
1490,Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
1491,Skoda Fabia,Skoda,2009,550000,45000,Petrol
1492,Suzuki Ritz,Suzuki,2011,1350000,50000,Petrol
1493,Toyota Corolla Altis,Toyota,2009,1500000,132000,Petrol
